title	type	url_slug	venue	date	location	talk_url	description
Analyzing Panel Data in Comparative Research    talk    talk-1  University of Mannheim  2022-11-08  Mannheim,Germany    http://www.naver.com    Guest lecture for Comparative Methods & Process Tracing (MA Sociology)
